---updates---
5308515804358, 4366732660
5312882657847, 4533948664
5322105522570, 5368366376
5366021209087, 5361337948
5395353994768, 4732837809
5462421773483, 4487858442
5466909749664, 4827010498
5471736845062, 5728720764
5477465700344, 5186835963
5570602297088, 5274710882
5661029380146, 6150101418
-------------
---reads---
5267508976782, 6420993635
5327473949909, 1097962202
5345702414049, 1205044146
5371382583584, 974551995
5400086911190, 1622619120
5419793019306, 1624729085
5441260033507, 1662100114
5482652589952, 1516308286
5504278706628, 1495966221
5525286875265, 1359263495
5547759887054, 1633106200
5575877041675, 1353804362
5598790174173, 1713234153
5667179512115, 1661651156
-------------
---updates-errors---
5304521411814, 3994389651
5317416728784, 4688788108
5391004718125, 4349272273
5621480168720, 5137235360
5626617407885, 5770093494
5632387505734, 6173987982
5638561498059, 5793998451
5644355500677, 5378620420
5649734126563, 5611163294
5655345294604, 5684080714
5827582547410, 3009242905
5830591791296, 3014021379
5833605814446, 3012228295
5836618043982, 3012906026
5839630952058, 3015444403
5842646397942, 3012095683
5845658494632, 3012634977
5848671130468, 3015053991
5851686185704, 3011753415
5854697940013, 3012815099
-------------
---read-errors---
5667179512115, 12651590093
5679835185967, 3078707109
5682939786863, 2995821669
5685962537654, 2988672140
5688982536913, 2984865241
5691992207506, 2989879513
5694987114849, 3008248312
5698002686678, 3005580260
5701015244218, 3005812733
5704025204534, 3010933970
5707040548164, 3008453127
5710057221880, 3004017424
5713080742739, 2996884266
5716096998547, 2994377181
5719111898900, 2994152287
5722114032149, 3003450194
5725138098143, 2993856097
5728141530178, 3002263183
5731147718844, 3008031543
5734162172140, 3005986558
5737178659753, 3003139987
5740185173610, 3014360299
5743200886373, 3012642496
5746217725935, 3014142991
5749236941578, 3007758978
5752251230033, 3007802130
5755266944853, 3003509886
5758278398067, 3004550497
5761294007234, 3002220982
5764308450307, 3001824908
5767319603579, 3004562600
5770330521144, 3006805905
5773344915009, 3007826276
5776362233531, 3004352158
5779377531313, 3003130138
5782392336135, 3000678407
5785399679586, 3007156008
5788412248449, 3008342654
5791428685761, 3007252419
5794441779095, 3005430164
5797457296455, 3002831364
5800472096246, 3000113608
5803485247749, 3001257772
5806500766833, 2998709594
5809516991971, 2996509990
5812532254491, 2995342589
5815548435291, 2992248170
5818560498069, 2992179682
5821575546877, 2991284398
5824568755409, 3010883169
5857710771343, 3011537772
5860726972098, 3007706580
5863743137477, 3004637959
5866754776208, 3006697074
5869773801762, 3001542457
5872788387168, 2999133658
5875803696115, 2996055536
5878816026212, 2997527560
5881829883559, 2997606168
5884847082126, 2993350073
-------------
--------->>>>80<<<<---------
